"","x","y","z.1","z.2","z.3","z.4","z.5","z.6","z.7","z.8","z.9","z.10","z.11","z.12","z.13","z.14","z.15","z.16","z.17","z.18","z.19","z.20","z.21","z.22","z.23","z.24","z.25","z.26","z.27","z.28","z.29","z.30","z.31","z.32","z.33","z.34","z.35","z.36","z.37","z.38","z.39","z.40","z.41","z.42","z.43","z.44","z.45","z.46","z.47","z.48","z.49","z.50","z.51","z.52","z.53","z.54","z.55","z.56","z.57","z.58","z.59","z.60","z.61","z.62","z.63","z.64","z.65","z.66","z.67","z.68","z.69","z.70","z.71","z.72","z.73","z.74","z.75","z.76","z.77","z.78","z.79","z.80","z.81","z.82","z.83","z.84","z.85","z.86","z.87","z.88","z.89","z.90","z.91","z.92","z.93","z.94","z.95","z.96","z.97","z.98","z.99","z.100"
"25",-7.39393939393939,-5.15151515151515,4.44328834195994e-197,1.10744938146635e-185,1.13064977564309e-174,4.72337284974361e-164,8.06669604415632e-154,5.62774912806178e-144,1.60298326662932e-134,1.863479010868e-125,8.84005491762494e-117,1.7113650578579e-108,1.35238385528344e-100,4.36446991335019e-93,5.75620613455709e-86,3.10534172552679e-79,6.86025209816792e-73,6.21450586030149e-67,2.31188701886134e-61,3.53795690676784e-56,2.23156316216711e-51,5.81713679581705e-47,6.30151319110834e-43,2.88327919874116e-39,5.89843444418352e-36,6.46778784702933e-33,5.23357232359411e-30,3.38138554986424e-27,1.5149748802029e-24,4.39373479378084e-22,7.1192883875525e-20,5.4430037246993e-18,1.82745621719755e-16,2.84963428991512e-15,2.68751998204301e-14,2.03661073023372e-13,1.21882394989771e-12,6.51072486090523e-12,2.74157805065122e-11,7.00224969164533e-11,1.2484906933304e-10,1.96713853531252e-10,2.21828887235935e-10,1.33703114252873e-10,3.95920148961586e-11,5.84678689152221e-12,4.36831667494941e-13,1.62200541977677e-14,2.89478983848459e-16,2.39925132015773e-18,8.92329743965472e-21,1.4420145731751e-23,9.86692028886593e-27,2.80822989660331e-30,3.28815303080371e-34,1.57394109575174e-38,3.06914218963601e-43,2.43338512123212e-48,7.83659082046024e-54,1.02454338821366e-59,5.43620050511588e-66,1.17045948987675e-72,1.02253494626411e-79,3.62445165242014e-87,5.21241616680428e-95,3.04132842791259e-103,7.19966523468874e-112,6.91487909792333e-121,2.69450767788722e-130,4.2598705823427e-140,2.73234363958977e-150,7.11043308389039e-161,7.5072097733573e-172,3.215753721102e-183,5.58867333440436e-195,3.94054576748374e-207,1.1272642355512e-219,1.30832843459835e-232,6.1606924683722e-246,1.17696616272969e-259,9.12263127123116e-274,2.86878474215603e-288,3.66013833679973e-303,1.89460341342034e-318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"26",-7.2020202020202,-4.94949494949495,1.16123895606033e-193,2.81942458480894e-182,2.81241431774451e-171,1.15126273118809e-160,1.93172954156739e-150,1.32719030105142e-140,3.73023293087405e-131,4.28582483914346e-122,2.01185785799667e-113,3.85733856653503e-105,3.02041621923982e-97,9.66041066191491e-90,1.26251851188257e-82,6.74623159893267e-76,1.47516026570895e-69,1.32144305333542e-63,4.85584469094125e-58,7.33090646289805e-53,4.55511799464193e-48,1.16748058123913e-43,1.2385841113065e-39,5.48346522023111e-36,1.0391870642692e-32,9.2012749750862e-30,4.84754999349359e-27,2.02046085764304e-24,6.39705744657139e-22,1.36811791792272e-19,1.82542818696165e-17,1.28146902725374e-15,4.14096258011985e-14,6.13785400924471e-13,5.08111128436596e-12,3.24835283235063e-11,1.67891712614426e-10,7.59115966672298e-10,2.92870445409331e-09,7.36614310247853e-09,1.27364433100974e-08,1.84354954342186e-08,1.96722404753298e-08,1.18871987241515e-08,3.67500129363064e-09,5.80891326661025e-10,4.6921347586065e-11,1.88239895172292e-12,3.60291133804052e-14,3.16021266559112e-16,1.22394902142614e-18,2.03000014395128e-21,1.41059714864861e-24,4.049777299625e-28,4.76452348143296e-32,2.28649632039993e-36,4.46471767144131e-41,3.54245101369809e-46,1.14126783831863e-51,1.49237963708466e-57,7.91938091370932e-64,1.70520612440186e-70,1.48974425717066e-77,5.28059392364622e-85,7.59422024367764e-93,4.43107755337677e-101,1.04896101949525e-109,1.00747011950896e-118,3.92579205796962e-128,6.20646658501649e-138,3.98091966829965e-148,1.03596287178446e-158,1.09377177157817e-169,4.68523039186441e-181,8.14248378400727e-193,5.7412248546301e-205,1.64238099347908e-217,1.90618462905906e-230,8.97589396512329e-244,1.7147948120414e-257,1.32913258479753e-271,4.17970996176614e-286,5.33268196957079e-301,2.76036758914788e-316,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"27",-7.01010101010101,-4.74747474747475,1.77476367781915e-190,4.17179102056817e-179,4.03828436331839e-168,1.6085447963857e-157,2.6339317028892e-147,1.77106249386023e-137,4.88470538088334e-128,5.52035484640083e-119,2.5540522538649e-110,4.8341295512742e-102,3.74127053189193e-94,1.18364770996934e-86,1.53083240470638e-79,8.0955597437022e-73,1.75149088335367e-66,1.55151171303349e-60,5.63311714955449e-55,8.39388776269892e-50,5.14148138367009e-45,1.29706750059797e-40,1.35123073773727e-36,5.8405796132255e-33,1.06037494740844e-29,8.41249842914211e-27,3.31973760640866e-24,8.70975947700924e-22,1.84683813738252e-19,2.82786174520214e-17,2.86621303708108e-15,1.72495561398004e-13,5.21276533702884e-12,7.35919378723375e-11,5.47940254056204e-10,2.95530858653399e-09,1.31894230596038e-08,5.08106581339566e-08,1.76407200031579e-07,4.33010369944653e-07,7.29804530966876e-07,9.74251797500551e-07,9.74641898386543e-07,5.88278151289022e-07,1.90591376580588e-07,3.24143427079428e-08,2.83992016887124e-09,1.2305479107394e-10,2.51335296154395e-12,2.31413567011624e-14,9.25699999614644e-17,1.5658617717707e-19,1.10044275603731e-22,3.17914898789675e-26,3.75292941591726e-30,1.80430205934079e-34,3.52656515103671e-39,2.79952287668853e-44,9.02163752655659e-50,1.17988397202886e-55,6.26158216540533e-62,1.34830174584652e-68,1.1779615197611e-75,4.17548568395927e-83,6.00495799281743e-91,3.50378531209583e-99,8.29446157766544e-108,7.96638701748872e-117,3.10425020151376e-126,4.9076541817018e-136,3.14784254237129e-146,8.19169561797829e-157,8.64880971290225e-168,3.70476437005937e-179,6.43852736870236e-191,4.53977367730304e-203,1.29868420272056e-215,1.50728234111451e-228,7.09753204047647e-242,1.35594417375794e-255,1.0509884752633e-269,3.30503295946884e-284,4.21672552260296e-299,2.18271265799215e-314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"28",-6.81818181818182,-4.54545454545455,1.59953041511244e-187,3.63092686302414e-176,3.39601962541379e-165,1.30884982940885e-154,2.07800905384316e-144,1.35821584000449e-134,3.6515087340105e-125,4.03380742478034e-116,1.8291082284873e-107,3.40105595289636e-99,2.59099734351835e-91,8.08188220100159e-84,1.03173038742092e-76,5.3896169123433e-70,1.15223009847271e-63,1.00853019458071e-57,3.61672861419513e-52,5.31938229562219e-47,3.21292514161181e-42,7.98289342691367e-38,8.1768613694561e-34,3.46431633393788e-30,6.11201457583165e-27,4.57488911569965e-24,1.54342092438059e-21,2.81249839630355e-19,3.75522683793984e-17,3.97424531367833e-15,2.92362672777875e-13,1.38795343461673e-11,3.71564698394909e-10,4.92551294557501e-09,3.35916469179475e-08,1.54413302823242e-07,5.92359558836025e-07,1.96879390169464e-06,6.08240395426441e-06,1.43859821296877e-05,2.36647237823234e-05,2.9319842572564e-05,2.72743492087479e-05,1.63424188745703e-05,5.55821036485605e-06,1.02055131445982e-06,9.70552384858446e-08,4.52547470775058e-09,9.7886328601283e-11,9.37802756810658e-13,3.8461367444583e-15,6.60160696783829e-18,4.67752342502874e-21,1.35736846141928e-24,1.60619913636513e-28,7.73203716824399e-33,1.51227787035492e-37,1.20093618743709e-42,3.87082833864196e-48,5.06292519523157e-54,2.68701051649454e-60,5.78608177550669e-67,5.05516123018968e-74,1.79190221756758e-81,2.57702764380454e-89,1.503652704112e-97,3.55957995496718e-106,3.41878837415951e-115,1.33219461842733e-124,2.10612907341541e-134,1.35090270143869e-144,3.51548214849795e-155,3.7116536465913e-166,1.58990691459968e-177,2.76310670052526e-189,1.94825282157406e-201,5.57332886407661e-214,6.4685318948855e-227,3.04591987522197e-240,5.8190611696733e-254,4.51033777456727e-268,1.41836141454736e-282,1.80961607663085e-297,9.36715443103973e-313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"29",-6.62626262626263,-4.34343434343434,8.47625500159615e-185,1.86268081034264e-173,1.68390227863253e-162,6.26833786693405e-152,9.61422814562744e-142,6.07724915075695e-132,1.58294688306425e-122,1.69815801481759e-113,7.49742961319933e-105,1.36103313646727e-96,1.01490154002498e-88,3.10582668046587e-81,3.89751544182337e-74,2.00449279603806e-67,4.22364098177383e-61,3.64604156541838e-55,1.28982836309462e-49,1.87105546975683e-44,1.11405610026698e-39,2.72633659759684e-35,2.74721759589657e-31,1.1427972019893e-27,1.97111557451106e-24,1.42362700414614e-21,4.4291670081367e-19,6.49413873595703e-17,5.66971080759954e-15,3.86958410248085e-13,2.01124197658745e-11,7.07811937504427e-10,1.55470354259915e-08,1.86335689623037e-07,1.1693242766229e-06,4.66000776622106e-06,1.52987251429275e-05,4.44790613225133e-05,0.000122264734692529,0.000274558861873425,0.000439025330262159,0.000508569542223712,0.000437406451879071,0.000257675685435588,9.18042873451142e-05,1.81983720941251e-05,1.87320305333488e-06,9.33374050709287e-08,2.11859103319519e-09,2.09427501770963e-11,8.75173268018534e-14,1.5182707023584e-16,1.08209128898764e-19,3.15008673589163e-23,3.73387979730659e-27,1.79906260641145e-31,3.52039493455538e-36,2.79633686352137e-41,9.01428940176956e-47,1.17912475778848e-52,6.25811892297785e-59,1.34762037544135e-65,1.17739593446593e-72,4.17353647849439e-80,6.00219698752997e-88,3.50218733046005e-96,8.29069497047437e-105,7.96277764641198e-114,3.10284544181496e-123,4.90543474964782e-133,3.14641944597322e-143,8.18799292508505e-154,8.64490076998549e-165,3.70309003652284e-176,6.43561761303696e-188,4.53772205149524e-200,1.29809730242688e-212,1.506601173958e-225,7.09432454861748e-239,1.35533140087014e-252,1.05051351701029e-266,3.30353936344471e-281,4.21481991877043e-296,2.18172625612143e-311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"30",-6.43434343434344,-4.14141414141414,2.60781678721107e-182,5.58225163630387e-171,4.90146069726375e-160,1.7677708636659e-149,2.6221615703911e-139,1.60133033111259e-129,4.02915606235104e-120,4.17854992810976e-111,1.78614764290894e-102,3.14585829802902e-94,2.28149604758972e-86,6.8078577568836e-79,8.35092827142997e-72,4.20761300191678e-65,8.70199584125136e-59,7.38389884288382e-53,2.57016639947333e-47,3.67040365456709e-42,2.15165384324822e-37,5.18255797000126e-33,5.13623049726775e-29,2.09880191047484e-25,3.54755551734017e-22,2.4954718352543e-19,7.41252943754557e-17,9.7013315943953e-15,6.35678151434802e-13,2.74322973746933e-11,9.49580004796811e-10,2.40217292466489e-08,4.02911716468757e-07,4.09698316979785e-06,2.32522323288168e-05,8.16187804820933e-05,0.000229453609168941,0.000590299342316397,0.00146124010147257,0.00307529128514532,0.00473199362284498,0.005157601756867,0.00409296906888729,0.00233805149160682,0.00086520242305572,0.000184212823627675,2.03788537352376e-05,1.07490642432923e-06,2.53626690381789e-08,2.56782195520509e-10,1.08800870463911e-12,1.90208027433261e-15,1.36131854497622e-18,3.97184993558621e-22,4.71356728685385e-26,2.27253743964711e-30,4.44838078944277e-35,3.53408635854649e-40,1.13935723198016e-45,1.49042354161493e-51,7.91052170216843e-58,1.70347156735368e-64,1.48830871320364e-71,5.27565492983328e-79,7.58723082904554e-87,4.42703435531095e-95,1.04800825470413e-103,1.00655725939729e-112,3.922239497179e-122,6.20085398935102e-132,3.97732095764145e-142,1.03502654942737e-152,1.09278329943298e-163,4.68099644197809e-175,8.13512578819932e-187,5.7360368448637e-199,1.64089688120629e-211,1.90446214178214e-224,8.96778308786063e-238,1.71324527565563e-251,1.32793154427694e-265,4.17593306284768e-280,5.32786321479024e-295,2.75787323987261e-310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"31",-6.24242424242424,-3.93939393939394,4.58167552005346e-180,9.62330559969055e-169,8.26545927600585e-158,2.9069452088369e-147,4.19223232689686e-137,2.48257338684556e-127,6.04474543096236e-118,6.05849246800286e-109,2.50170113015683e-100,4.25812015515391e-92,2.98800304270665e-84,8.6425824609329e-77,1.02991492367167e-69,5.05323944581624e-63,1.02007952002999e-56,8.46641170427659e-51,2.88761514842522e-45,4.04609134827425e-40,2.32923586999051e-35,5.51153178949773e-31,5.36565378251303e-27,2.15250841321384e-23,3.56716838799119e-20,2.45254778471601e-17,7.0565496521605e-15,8.6821437953739e-13,4.86145296706394e-11,1.47018127084312e-09,3.20089745186629e-08,5.56024126518249e-07,6.83422764916987e-06,5.48677400950134e-05,0.000269442575713559,0.000835948069639818,0.00202705959919586,0.00465229656944137,0.0105752206647279,0.0207144555835716,0.0302197296551567,0.0310831715676257,0.0228099814615583,0.0124161849415252,0.00468852311529538,0.00105919856231065,0.000124533671289699,6.87867078332057e-06,1.67234452366601e-07,1.72353064876026e-09,7.37643162587734e-12,1.29667854203986e-14,9.30788933588308e-18,2.7200199201574e-21,3.23068335977352e-25,1.55829380910393e-29,3.05100333913519e-34,2.42421998843379e-39,7.81597914027236e-45,1.02246462762353e-50,5.42689850321858e-57,1.16865326813136e-63,1.02104771937826e-70,3.61934991828448e-78,5.20520824701405e-86,3.03716252447842e-94,7.18985309475355e-103,6.90548029406154e-112,2.69085045251076e-121,4.2540930393053e-131,2.72863930597246e-141,7.10079523841864e-152,7.49703524095838e-163,3.21139565977072e-174,5.58109967285641e-186,3.9352057033469e-198,1.12573662696327e-210,1.30655546548127e-223,6.1523438832606e-237,1.17537121381966e-250,9.11026887583649e-265,2.86489715339993e-279,3.65517835852736e-294,1.8920377974491e-309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"32",-6.05050505050505,-3.73737373737374,4.52790075285408e-178,9.39178676708743e-167,7.94573079188563e-156,2.7448392204016e-145,3.87632205335565e-135,2.24086432873854e-125,5.31019498235887e-116,5.16557514768858e-107,2.06551393075399e-98,3.39908290279427e-90,2.30430285106106e-82,6.43944559739267e-75,7.42039870126761e-68,3.52590454054419e-61,6.90642527057159e-55,5.57405728035284e-49,1.85264832110082e-43,2.53462403130784e-38,1.42695586626977e-33,3.30594360611965e-29,3.15331211171838e-25,1.23958581481835e-21,2.01203761461788e-18,1.35284259327372e-15,3.79048049651161e-13,4.4819572023066e-11,2.30861260929152e-09,5.65698173538638e-08,8.16477666248936e-07,9.06533817116116e-06,7.8634631038526e-05,0.000474051623991732,0.00189416010933642,0.00510028507495129,0.0107728647553913,0.0221875957813319,0.0470987030563295,0.0858212690838209,0.116861916177124,0.113320217774509,0.0774389783432904,0.0394540123676022,0.0147584969274462,0.00346091516665646,0.000425812809672453,2.4350416711987e-05,6.05230662553381e-07,6.31840437210285e-09,2.72364629460323e-11,4.80652062694112e-14,3.45747168358784e-17,1.01149482721309e-20,1.20210626492807e-24,5.80007776728473e-29,1.13579271340113e-33,9.02539950457049e-39,2.91003278042923e-44,3.80691684108794e-50,2.02060954375882e-56,4.35130311683276e-63,3.80172993421866e-70,1.34761743420802e-77,1.93809291212587e-85,1.1308493344749e-93,2.67705228081588e-102,2.57116998927432e-111,1.00190488926449e-120,1.58395899974572e-130,1.01597516555156e-140,2.64389349119272e-151,2.79142858393744e-162,1.19572356000116e-173,2.07805362149965e-185,1.46522530501902e-197,4.19154147898763e-210,4.86479812272114e-223,2.29074936107214e-236,4.37634974305178e-250,3.3920962489628e-264,1.0667091191651e-278,1.36096057850762e-293,7.04476937324065e-309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"33",-5.85858585858586,-3.53535353535354,2.4890399501955e-176,5.1229807739811e-165,4.29294439270034e-154,1.46573939623442e-143,2.04085676415153e-133,1.16002853408106e-123,2.69482792897381e-114,2.56187787443142e-105,9.98041141282313e-97,1.59556703389456e-88,1.04823362655742e-80,2.83352727760615e-73,3.15490657470223e-66,1.44804621332396e-59,2.74112420174088e-53,2.14045936040764e-47,6.89427771186036e-42,9.15747804998963e-37,5.01481272822201e-32,1.13203465881753e-27,1.05352292892387e-23,4.04446700201573e-20,6.4132271010051e-17,4.21066569744768e-14,1.14979478747497e-11,1.3171083889873e-09,6.4481154826536e-08,1.41242509433527e-06,1.55953657670082e-05,0.000111080089501122,0.00063441349119486,0.00277504066067463,0.00857942997952871,0.0193220316203926,0.0357027435330754,0.0662067217759155,0.131445302713727,0.222508971528573,0.279292560039932,0.254834671482319,0.164580588336183,0.0776915550654478,0.0275660744748132,0.00645930739538201,0.000813101023187803,4.75323080073387e-05,1.19916856445767e-06,1.26305535438368e-08,5.47181059104687e-11,9.68261901090305e-14,6.97518905534577e-17,2.04220751314202e-20,2.42805772635095e-24,1.17177786932564e-28,2.29488531379997e-33,1.82370674992985e-38,5.88031432148061e-44,7.69278320508731e-50,4.08316034731756e-56,8.79296713318445e-63,7.68242751474303e-70,2.72323054112042e-77,3.91645091113506e-85,2.28519361817077e-93,5.40972506524816e-102,5.19576112918026e-111,2.02462644858033e-120,3.20082815398728e-130,2.05305943138796e-140,5.34271968011396e-151,5.640855255441e-162,2.41629092052943e-173,4.19928340624898e-185,2.96089391052684e-197,8.47017151728092e-210,9.83067320463787e-223,4.62909411581502e-236,8.84362784928058e-250,6.85467081399728e-264,2.15558148401631e-278,2.75019812882486e-293,1.42359094409686e-308,4.94065645841247e-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"34",-5.66666666666667,-3.33333333333333,7.55591088406221e-175,1.54832480707097e-163,1.29021126642551e-152,4.37422258413018e-142,6.03732348281397e-132,3.3947227698827e-122,7.78303657043831e-113,7.28293584903297e-104,2.78460484177947e-95,4.35573838697975e-87,2.79116606487895e-79,7.33743052078204e-72,7.92398023900565e-65,3.52011179564326e-58,6.44004229067104e-52,4.85679960144794e-46,1.51091036682907e-40,1.93972834192349e-35,1.02790821890038e-30,2.24869873183344e-26,2.03115782321301e-22,7.57827166763618e-19,1.16899944189749e-15,7.46932444016492e-13,1.98373565927927e-10,2.20421769314666e-08,1.03789851420172e-06,2.12869914690327e-05,0.000202944523048386,0.00104977893130045,0.00383355702707639,0.0115127891859862,0.0268209876605891,0.0489775877172152,0.0787093582882361,0.130765171263872,0.236964448386785,0.366956121406132,0.420086746045299,0.361625848983616,0.227223142342858,0.100682961952008,0.032216587065368,0.00705235362819191,0.000872459424853751,5.11759907660088e-05,1.29956002942144e-06,1.37560528588589e-08,5.97780561984602e-11,1.05967460436469e-13,7.64118871557873e-17,2.23838846068481e-20,2.66206316124946e-24,1.28490387367199e-28,2.5166417825145e-33,2.00001850930422e-38,6.44895572246263e-44,8.43679614489154e-50,4.47809446588022e-56,9.64347859551725e-63,8.42553547233848e-70,2.98664672657206e-77,4.29528859112141e-85,2.50624069130347e-93,5.93300928591984e-102,5.69834897338133e-111,2.22046937910838e-120,3.51044561977481e-130,2.25165276567568e-140,5.8595233183245e-151,6.18649769825777e-162,2.65001982232797e-173,4.60548197275136e-185,3.2473025073467e-197,9.28949501173857e-210,1.07815986395821e-222,5.07686846931945e-236,9.69907594459063e-250,7.51772620178052e-264,2.36409184953513e-278,3.01622602959104e-293,1.56129553579517e-308,4.94065645841247e-324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"35",-5.47474747474747,-3.13131313131313,1.2614492096863e-173,2.57930452694054e-162,2.14309529180019e-151,7.23815827820801e-141,9.94110266246239e-131,5.55480809250966e-121,1.26351837729333e-111,1.17076514636195e-102,4.42266896582737e-94,6.81762290496942e-86,4.29319617076384e-78,1.10572701304862e-70,1.16627566912834e-63,5.04474103186816e-57,8.96126507746194e-51,6.54613168205986e-45,1.96894330046258e-39,2.44115298803315e-34,1.24873342289704e-29,2.63743483611058e-25,2.3014943976543e-21,8.30326574782072e-18,1.23968520127433e-14,7.67171366787229e-12,1.97353085423343e-09,2.1216315556206e-07,9.62724147222209e-06,0.000188029293433405,0.00164672722868018,0.00708860264436879,0.0182122327492012,0.0362604192590754,0.0621457990256169,0.0918692744638878,0.127271521234655,0.185578353216709,0.291913189718277,0.396912519253405,0.406597904802133,0.332766114858131,0.212934889439594,0.0930906726310931,0.0263212141105824,0.00487980084160031,0.000545132996201047,3.07730956768892e-05,7.73313758230536e-07,8.17113098249759e-09,3.55201766597035e-11,6.30036230156072e-14,4.54519284395683e-17,1.33184127207153e-20,1.58419608883712e-24,7.64720305659378e-29,1.49787704230568e-33,1.19042252855258e-38,3.8385143349114e-44,5.02174763650769e-50,2.66546187012368e-56,5.74002721426543e-63,5.01508474613797e-70,1.77772632404996e-77,2.55666335239213e-85,1.49177750488528e-93,3.53147671485731e-102,3.39180115340845e-111,1.3216794617838e-120,2.08950593379177e-130,1.34024063031134e-140,3.487736375877e-151,3.68235979867489e-162,1.57735878136707e-173,2.74129928206369e-185,1.93287653441166e-197,5.52934224237962e-210,6.41748003826219e-223,3.02188044179392e-236,5.77313516752713e-250,4.47474066228923e-264,1.40716722645032e-278,1.79533397454779e-293,9.29322568079608e-309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"36",-5.28282828282828,-2.92929292929293,1.15594345277919e-172,2.36207300732761e-161,1.96053315992347e-150,6.6110788497986e-140,9.05942602858282e-130,5.04656615381137e-120,1.14320289018478e-110,1.05361339954859e-101,3.95282295595123e-93,6.04064694664257e-85,3.76305891814709e-77,9.56456247093435e-70,9.92879132820493e-63,4.21434431148102e-56,7.32335971605067e-50,5.21699798844917e-44,1.52569479874715e-38,1.83426719749661e-33,9.07824299560707e-29,1.85204885184921e-24,1.55937793885269e-20,5.42535408942311e-17,7.81027738294901e-14,4.66047275024789e-11,1.15582996504483e-08,1.19693915853092e-06,5.21935943881281e-05,0.000973624999792378,0.00801245749869363,0.0309814195080051,0.0642633122733188,0.0910826726626821,0.114343856060813,0.139391977240548,0.166470684610321,0.207561617337947,0.269401426440351,0.30220891058748,0.264578906064651,0.204658830672402,0.139715624319801,0.0648334702496413,0.0172455791762098,0.00258931701689359,0.000227295977575651,1.10325129897765e-05,2.59397895482658e-07,2.67354427101987e-09,1.15216129038278e-11,2.03772734838444e-14,1.4687073187837e-17,4.30251423935394e-21,5.11746085622652e-25,2.47029326068478e-29,4.83868219380795e-34,3.84553322427249e-39,1.23999994130444e-44,1.62224059176693e-50,8.61061058677891e-57,1.85428310837057e-63,1.62009584024983e-70,5.74285061299643e-78,8.25916727538364e-86,4.81910982153649e-94,1.14082530322002e-102,1.09570387336646e-111,4.26961743080078e-121,6.75004137002245e-131,4.32957839530529e-141,1.12669529350916e-151,1.18956739074661e-162,5.09557640715492e-174,8.85562632761252e-186,6.24405822518784e-198,1.78622557094021e-210,2.07313391784241e-223,9.76202933611979e-237,1.86498162165146e-250,1.4455419550613e-264,4.54578134722591e-279,5.79973406156408e-294,3.00212875637036e-309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"37",-5.09090909090909,-2.72727272727273,5.81139132778678e-172,1.18806688145313e-160,9.86353847009861e-150,3.32597885361766e-139,4.55593662086789e-129,2.53570812048811e-119,5.7358089506442e-110,5.27468383399042e-101,1.97270992564953e-92,3.00181927995755e-84,1.85945458173719e-76,4.69172314641495e-69,4.82543861482282e-62,2.02470036837405e-55,3.46911967096756e-49,2.42986069855646e-43,6.9657565830616e-38,8.18367927757985e-33,3.94575911437727e-28,7.81904437395356e-24,6.37798411499672e-20,2.14495098406993e-16,2.97931303148642e-13,1.71271013628498e-10,4.0864086538002e-08,4.06422234640331e-06,0.000169757758415621,0.00301877006889206,0.0234575931896273,0.0838346244703803,0.152775311107489,0.173890143519559,0.170293764110627,0.178656508949754,0.190281289130558,0.203337613699737,0.212982035068374,0.187178410910166,0.128618788897329,0.0874371288049278,0.0645094436378484,0.0337329181318204,0.00939051015547516,0.00127676423072458,8.57533841482196e-05,3.01112134883588e-06,5.59476516174996e-08,5.10549637068171e-10,2.08823548845249e-12,3.61790059888115e-15,2.58717507521616e-18,7.55657379804568e-22,8.97793030548212e-26,4.3320383974774e-30,8.48410320278202e-35,6.74236421920626e-40,2.17404886415711e-45,2.84420112612195e-51,1.50965685856598e-57,3.25102407826175e-64,2.84043505486289e-71,1.0068660998643e-78,1.44803979773732e-86,8.44911233014462e-95,2.0001539344475e-103,1.92104474828105e-112,7.48571437510807e-122,1.18345221444184e-131,7.59084111661003e-142,1.97538055551245e-152,2.08561117546061e-163,8.93382854008313e-175,1.55261428593566e-186,1.09474063668037e-198,3.13170321034689e-211,3.63472578821178e-224,1.71152955767536e-237,3.26978239883491e-251,2.53439904532727e-265,7.96989936291769e-280,1.01683942257012e-294,5.26348766806793e-310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"38",-4.8989898989899,-2.52525252525253,1.60366999742881e-171,3.28285533986805e-160,2.72887790757206e-149,9.2121101538353e-139,1.26308404817176e-128,7.03507998861391e-119,1.59201495615514e-109,1.46405937880647e-100,5.4728440974464e-92,8.31840760663002e-84,5.14273518207208e-76,1.29377116164698e-68,1.32509064834267e-61,5.52855824177106e-55,9.40270132207888e-49,6.52396968050243e-43,1.848358157521e-37,2.14056080141695e-32,1.01448926864809e-27,1.97023655236846e-23,1.57028372680426e-19,5.14445385963084e-16,6.94086100922098e-13,3.86516982542052e-10,8.90960260758403e-08,8.53679222112117e-06,0.000342308703157523,0.00581395798364778,0.0427996814845142,0.142927718000457,0.237348709003816,0.235861408660971,0.199384403783679,0.200447171199198,0.215870517128101,0.212352709218229,0.176697764199962,0.116494203953329,0.0575989575647142,0.0282456297915593,0.0208601812593035,0.0125361204492766,0.00385322154091138,0.00053520238955307,3.25877179502134e-05,8.84522266359882e-07,1.13373675024702e-08,7.33028840866547e-11,2.40133076286471e-13,3.72509381934498e-16,2.5401019940725e-19,7.27849924844002e-23,8.58308564864615e-27,4.12954821639871e-31,8.07852913537161e-36,6.41730652377742e-41,2.0688963269033e-46,2.70646596924457e-52,1.43651507779491e-58,3.09348655509856e-65,2.70278470608857e-72,9.58071166565722e-80,1.37786400616878e-87,8.03964501851241e-96,1.90322085434303e-104,1.82794549383001e-113,7.12293548905788e-123,1.126098773671e-132,7.22296749642887e-143,1.87964803049314e-153,1.9845365639117e-164,8.50086996414082e-176,1.47737021055379e-187,1.04168641220881e-199,2.97993202421413e-212,3.45857670677093e-225,1.62858399948949e-238,3.11131950524415e-252,2.41157490683236e-266,7.58365552144265e-281,9.67560511150632e-296,5.00840418409603e-311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
